episode_id,direction,score,long_score,short_score,symbol,market_cluster_id,t0_msc,signal_processing_msc,distance_index,distance_atr,atr14_m5,entry_msc,entry_bid,entry_ask,entry_price,entry_spread,pip_size,tick_size,stops_distance,distance,sl,tp,status,exit_msc,exit_price,gross_pips,gross_r,mfe_60,mae_60,mfe_300,mae_300,mfe_900,mae_900,tp_touch_seconds,sl_touch_seconds,entry_eligible_msc,source_quote_msc,calendar_segment
tstech_discovery_r2_202504_USDJPY_mh_653,-1,0.16623879600843,-0.15050433079167,0.16623879600843,USDJPY,15693,1745442351000,1745442352679,3,1,0.123281922783,1745442353186,143.356,143.376,143.356,0.02,0.01,0.001,0,0.124,143.48,143.232,TIME,1745443253255,143.403,-4.7,-0.379032258064,0.014,0.027,0.024,0.027,0.059,0.052,,,1745442352679,1745442350870,3
tstech_discovery_r2_202504_AUDUSD_mh_320,1,-0.39150333213076,-0.39150333213076,-0.469716604009,AUDUSD,15695,1745442860250,1745442860886,3,1,0.000456020549,1745442860887,0.63681,0.63702,0.63702,0.00021,0.0001,1e-05,0,0.00046,0.63656,0.63748,COST_DISTANCE_REJECT,0,0,,,2e-05,0.00022,0.00018,0.00022,0.00018,0.00079,,588.012,1745442860886,1745442859880,3
tstech_discovery_r2_202504_USDCAD_mh_593,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,15695,1745442860250,1745442861789,3,1,0.000525066219,1745442862394,1.38841,1.38866,1.38866,0.00025,0.0001,1e-05,0,0.00053,1.38813,1.38919,COST_DISTANCE_REJECT,0,0,,,0,0.00039,0,0.00042,0.0005,0.00054,,414.293,1745442861789,1745442860084,3
tstech_discovery_r2_202504_AUDUSD_mh_321,1,-0.39150333213076,-0.39150333213076,-0.469716604009,AUDUSD,15696,1745447911750,1745447915836,3,1,0.000385953618,1745447916227,0.6352,0.63541,0.63541,0.00021,0.0001,1e-05,0,0.00039,0.63502,0.6358,COST_DISTANCE_REJECT,0,0,,,0,0.0003,8e-05,0.0003,0.00058,0.0003,394.778,,1745447915836,1745447911702,3
tstech_discovery_r2_202504_USDJPY_mh_654,1,-0.15050433079167,-0.15050433079167,-0.469716604009,USDJPY,15697,1745448001250,1745448002981,3,1,0.082981117052,1745448003182,143.33,143.35,143.35,0.02,0.01,0.001,0,0.083,143.267,143.433,TP,1745448730211,143.433,8.3,1,0.008,0.03,0.015,0.042,0.092,0.048,727.029,,1745448002981,1745448001121,3
tstech_discovery_r2_202504_GBPUSD_mh_617,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,15698,1745449126250,1745449126685,3,1,0.000459779218,1745449127247,1.32644,1.32664,1.32664,0.0002,0.0001,1e-05,0,0.00046,1.32618,1.3271,COST_DISTANCE_REJECT,0,0,,,0,0.00034,0,0.00048,0,0.00049,,209.253,1745449126685,1745449126023,3
tstech_discovery_r2_202504_GBPUSD_mh_618,1,-0.17652697911591,-0.17652697911591,-0.18011448748955,GBPUSD,15699,1745452201500,1745452206801,3,1,0.000401292997,1745452207016,1.32504,1.32535,1.32535,0.00031,0.0001,1e-05,0,0.00041,1.32494,1.32576,COST_DISTANCE_REJECT,0,0,,,0,0.00031,9e-05,0.00031,0.00015,0.00097,,593.039,1745452206801,1745452201492,3
tstech_discovery_r2_202504_GBPUSD_mh_619,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,15700,1745454456000,1745454470462,3,1,0.000365673891,1745454480020,1.32502,1.326,1.326,0.00098,0.0001,1e-05,0,0.00037,1.32563,1.32637,COST_DISTANCE_REJECT,0,0,,,0,0.00104,0,0.00109,0,0.00109,,0.805,1745454470462,1745454455686,3
tstech_discovery_r2_202504_USDJPY_mh_655,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,15701,1745454814000,1745454824075,3,1,0.049841284175,1745454824441,143.277,143.417,143.277,0.14,0.01,0.001,0,0.05,143.327,143.227,COST_DISTANCE_REJECT,0,0,,,0,0.141,0,0.145,0.197,0.145,549.564,0.404,1745454824075,1745454813691,3
tstech_discovery_r2_202504_EURUSD_mh_462,1,-0.39150333213076,-0.39150333213076,-0.469716604009,EURUSD,15702,1745454904000,1745454905729,3,1,0.000387849895,1745454905729,1.13147,1.13188,1.13188,0.00041,0.0001,1e-05,0,0.00039,1.13149,1.13227,COST_DISTANCE_REJECT,0,0,,,0,0.00047,0,0.00059,0,0.00061,,0.421,1745454905729,1745454903685,3
tstech_discovery_r2_202504_USDCAD_mh_594,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,15703,1745455043750,1745455070040,3,1,0.000279711048,1745455070716,1.3885,1.38917,1.38917,0.00067,0.0001,1e-05,0,0.00028,1.38889,1.38945,COST_DISTANCE_REJECT,0,0,,,0,0.00133,0,0.00133,0,0.00133,,0.202,1745455070040,1745455043272,3
tstech_discovery_r2_202504_USDCHF_mh_620,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,15706,1745455393500,1745455396928,3,1,0.000358260832,1745455400530,0.8294,0.83135,0.83135,0.00195,0.0001,1e-05,0,0.00036,0.83099,0.83171,COST_DISTANCE_REJECT,0,0,,,0,0.00217,0,0.00245,0,0.00255,,0.698,1745455396928,1745455393186,3
tstech_discovery_r2_202504_AUDUSD_mh_322,1,-0.17652697911591,-0.17652697911591,-0.469716604009,AUDUSD,15711,1745456401750,1745456402123,3,1,0.000277900069,1745456402441,0.63571,0.63668,0.63668,0.00097,0.0001,1e-05,0,0.00028,0.6364,0.63696,COST_DISTANCE_REJECT,0,0,,,0,0.00115,0,0.00115,0.00029,0.00115,522.159,1.168,1745456402123,1745456401487,3
tstech_discovery_r2_202504_GBPUSD_mh_620,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,15711,1745456402000,1745456402355,3,1,0.000365975833,1745456402402,1.32552,1.32687,1.32687,0.00135,0.0001,1e-05,0,0.00037,1.3265,1.32724,COST_DISTANCE_REJECT,0,0,,,0,0.00168,0,0.00168,0.00043,0.00168,485.806,0.201,1745456402355,1745456401602,3
tstech_discovery_r2_202504_USDCHF_mh_621,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,15712,1745456405000,1745456405362,3,1,0.000539825792,1745456405539,0.82945,0.8311,0.8311,0.00165,0.0001,1e-05,0,0.00054,0.83056,0.83164,COST_DISTANCE_REJECT,0,0,,,0,0.0023,0,0.0023,0,0.00351,,1.316,1745456405362,1745456404826,3
tstech_discovery_r2_202504_USDCAD_mh_595,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,15714,1745456569500,1745456572398,3,1,0.000267752283,1745456572463,1.38793,1.38819,1.38819,0.00026,0.0001,1e-05,0,0.00027,1.38792,1.38846,COST_DISTANCE_REJECT,0,0,,,0,0.00034,0,0.00078,0,0.00126,,0.203,1745456572398,1745456569174,3
tstech_discovery_r2_202504_EURUSD_mh_463,-1,-0.18011448748955,-0.39150333213076,-0.18011448748955,EURUSD,15719,1745456864000,1745456865410,3,1,0.000463863418,1745456865410,1.13363,1.13381,1.13363,0.00018,0.0001,1e-05,0,0.00047,1.1341,1.13316,COST_DISTANCE_REJECT,0,0,,,0,0.00105,0,0.00119,0.00012,0.00119,,15.773,1745456865410,1745456863773,3
tstech_discovery_r2_202504_USDJPY_mh_656,-1,-0.18011448748955,-0.57366167947715,-0.18011448748955,USDJPY,15723,1745457062250,1745457062775,3,1,0.077381285147,1745457064548,142.97,142.992,142.97,0.022,0.01,0.001,0,0.078,143.048,142.892,SL,1745457224299,143.049,-7.900000000001,-1.012820512821,0,0.033,0,0.117,0,0.117,,159.751,1745457062775,1745457062140,3
tstech_discovery_r2_202504_USDCHF_mh_622,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,15724,1745457501000,1745457501149,3,1,0.000629000461,1745457501960,0.82844,0.82879,0.82879,0.00035,0.0001,1e-05,0,0.00063,0.82816,0.82942,COST_DISTANCE_REJECT,0,0,,,0,0.00045,0,0.00068,0.00032,0.00068,,269.469,1745457501149,1745457500691,3
tstech_discovery_r2_202504_EURUSD_mh_464,1,-0.39150333213076,-0.39150333213076,-0.469716604009,EURUSD,15726,1745458210000,1745458210592,3,1,0.000583702419,1745458210592,1.1335,1.13368,1.13368,0.00018,0.0001,1e-05,0,0.00059,1.13309,1.13427,TIME,1745459110932,1.13382,1.4,0.237288135593,0,0.00022,0.00049,0.00022,0.00049,0.00041,,,1745458210592,1745458209586,3
tstech_discovery_r2_202504_GBPUSD_mh_621,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,15726,1745458210000,1745458210592,3,1,0.000471516748,1745458210593,1.32648,1.32668,1.32668,0.0002,0.0001,1e-05,0,0.00048,1.3262,1.32716,COST_DISTANCE_REJECT,0,0,,,0.00011,0.00022,0.00043,0.00022,0.00054,0.00022,536.45,,1745458210592,1745458209587,3
tstech_discovery_r2_202504_USDJPY_mh_657,1,-0.14504900184201,-0.14504900184201,-0.47709429344079,USDJPY,15727,1745459300000,1745459301229,3,1,0.087018569563,1745459301330,143.041,143.063,143.063,0.022,0.01,0.001,0,0.088,142.975,143.151,TP,1745460022315,143.151,8.799999999999,1,0,0.026,0,0.077,0.111,0.077,720.985,,1745459301229,1745459299798,3
tstech_discovery_r2_202504_EURUSD_mh_465,1,-0.39150333213076,-0.39150333213076,-0.469716604009,EURUSD,15729,1745461507500,1745461507759,3,1,0.000560889426,1745461507759,1.1327,1.13288,1.13288,0.00018,0.0001,1e-05,0,0.00057,1.13231,1.13345,TIME,1745462408343,1.13302,1.399999999998,0.245614035087,0.00015,0.00021,0.00027,0.00021,0.00039,0.00021,,,1745461507759,1745461507354,3
tstech_discovery_r2_202504_USDJPY_mh_658,1,0.18433782862125,0.18433782862125,-0.47709429344079,USDJPY,15729,1745461507500,1745461508429,3,1,0.092120551626,1745461508932,143.264,143.286,143.286,0.022,0.01,0.001,0,0.093,143.193,143.379,SL,1745461530221,143.189,-9.700000000001,-1.043010752688,0,0.097,0,0.129,0,0.18,,21.289,1745461508429,1745461507153,3
tstech_discovery_r2_202504_GBPUSD_mh_622,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,15729,1745461507750,1745461508429,3,1,0.000427008713,1745461508831,1.32668,1.32688,1.32688,0.0002,0.0001,1e-05,0,0.00043,1.32645,1.32731,COST_DISTANCE_REJECT,0,0,,,0,0.00012,0,0.00028,0,0.00032,,,1745461508429,1745461507323,3
tstech_discovery_r2_202504_USDJPY_mh_659,-1,-0.34903240873589,-0.57366167947715,-0.34903240873589,USDJPY,15730,1745464299500,1745464301568,3,1,0.089496193618,1745464301568,143.304,143.326,143.304,0.022,0.01,0.001,0,0.09,143.394,143.214,TP,1745464915922,143.214,9,1,0.027,0.029,0.076,0.044,0.193,0.044,614.354,,1745464301568,1745464299353,3
tstech_discovery_r2_202504_USDCHF_mh_623,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,15732,1745465880750,1745465883576,3,1,0.000435795836,1745465885576,0.82915,0.82943,0.82943,0.00028,0.0001,1e-05,0,0.00044,0.82899,0.82987,COST_DISTANCE_REJECT,0,0,,,0,0.00044,0.00016,0.00044,0.00031,0.00044,,14.231,1745465883576,1745465880413,3
tstech_discovery_r2_202504_USDJPY_mh_660,-1,-0.14413591156793,-0.14504900184201,-0.14413591156793,USDJPY,15733,1745466769250,1745466769498,3,1,0.097218907153,1745466769753,143.066,143.088,143.066,0.022,0.01,0.001,0,0.098,143.164,142.968,TP,1745466868659,142.968,9.800000000001,1,0.018,0.029,0.195,0.029,0.195,0.029,98.906,,1745466769498,1745466768951,3
tstech_discovery_r2_202504_USDCHF_mh_624,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,15738,1745467233250,1745467233362,3,1,0.000455972425,1745467233660,0.82849,0.82875,0.82875,0.00026,0.0001,1e-05,0,0.00046,0.82829,0.82921,COST_DISTANCE_REJECT,0,0,,,8e-05,0.00023,0.00036,0.00023,0.00053,0.00043,448.905,,1745467233362,1745467232905,3
tstech_discovery_r2_202504_GBPUSD_mh_623,-1,-0.18011448748955,-0.39150333213076,-0.18011448748955,GBPUSD,15740,1745467303250,1745467304210,3,1,0.000409445349,1745467304313,1.32789,1.32809,1.32789,0.0002,0.0001,1e-05,0,0.00041,1.3283,1.32748,COST_DISTANCE_REJECT,0,0,,,5e-05,0.00019,5e-05,0.00021,0.00022,0.00039,,,1745467304210,1745467302929,3
tstech_discovery_r2_202504_EURUSD_mh_466,-1,-0.18011448748955,-0.39150333213076,-0.18011448748955,EURUSD,15741,1745467344500,1745467345419,3,1,0.000551076296,1745467345419,1.13438,1.13456,1.13438,0.00018,0.0001,1e-05,0,0.00056,1.13494,1.13382,TIME,1745468246444,1.13486,-4.8,-0.857142857143,0,0.00047,4e-05,0.00047,0.00025,0.00053,,,1745467345419,1745467344285,3
tstech_discovery_r2_202504_USDCAD_mh_596,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,15742,1745467350750,1745467351651,3,1,0.000332433063,1745467351836,1.38697,1.38723,1.38723,0.00026,0.0001,1e-05,0,0.00034,1.38689,1.38757,COST_DISTANCE_REJECT,0,0,,,0,0.00051,0,0.00051,2e-05,0.00051,,24.729,1745467351651,1745467350729,3
tstech_discovery_r2_202504_AUDUSD_mh_323,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,AUDUSD,15746,1745467437250,1745467438501,3,1,0.000369312487,1745467438969,0.63629,0.63651,0.63651,0.00022,0.0001,1e-05,0,0.00037,0.63614,0.63688,COST_DISTANCE_REJECT,0,0,,,0,0.00026,0,0.00054,0,0.00069,,228.184,1745467438501,1745467437167,3
tstech_discovery_r2_202504_USDJPY_mh_661,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,15751,1745467881250,1745467887421,3,1,0.111209084933,1745467888122,143.028,143.05,143.028,0.022,0.01,0.001,0,0.112,143.14,142.916,TP,1745468488992,142.916,11.199999999999,1,0.021,0.037,0.049,0.037,0.153,0.037,600.87,,1745467887421,1745467881212,3
tstech_discovery_r2_202504_GBPUSD_mh_624,1,-0.17652697911591,-0.17652697911591,-0.469716604009,GBPUSD,15759,1745468316500,1745468317316,3,1,0.000412803,1745468317518,1.32821,1.32841,1.32841,0.0002,0.0001,1e-05,0,0.00042,1.32799,1.32883,COST_DISTANCE_REJECT,0,0,,,0,0.00042,0,0.00042,0.00015,0.00055,,59.418,1745468317316,1745468316208,3
tstech_discovery_r2_202504_AUDUSD_mh_324,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,AUDUSD,15761,1745468511250,1745468511743,3,1,0.000389203039,1745468511826,0.63593,0.63615,0.63615,0.00022,0.0001,1e-05,0,0.00039,0.63576,0.63654,COST_DISTANCE_REJECT,0,0,,,0,0.00023,0,0.00051,0.00012,0.00066,,140.296,1745468511743,1745468510818,3
tstech_discovery_r2_202504_USDCAD_mh_597,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,15761,1745468511250,1745468511743,3,1,0.000351247155,1745468512525,1.38683,1.38708,1.38708,0.00025,0.0001,1e-05,0,0.00036,1.38672,1.38744,COST_DISTANCE_REJECT,0,0,,,0,0.00038,0,0.00058,0,0.0009,,16.396,1745468511743,1745468511018,3
tstech_discovery_r2_202504_USDJPY_mh_662,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,15764,1745469035500,1745469035848,3,1,0.107611793931,1745469035894,142.894,142.914,142.894,0.02,0.01,0.001,0,0.108,143.002,142.786,TP,1745469785264,142.786,10.8,1,0.01,0.033,0.011,0.071,0.13,0.071,749.37,,1745469035848,1745469035287,3
tstech_discovery_r2_202504_USDCAD_mh_598,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,15766,1745469472750,1745469473710,3,1,0.000365324344,1745469473868,1.38664,1.3869,1.3869,0.00026,0.0001,1e-05,0,0.00037,1.38653,1.38727,COST_DISTANCE_REJECT,0,0,,,0,0.00036,0,0.00036,0,0.00054,,316.318,1745469473710,1745469472663,3
tstech_discovery_r2_202504_GBPUSD_mh_625,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,GBPUSD,15767,1745469604000,1745469604782,3,1,0.0004493997,1745469605079,1.32797,1.32817,1.32797,0.0002,0.0001,1e-05,0,0.00045,1.32842,1.32752,COST_DISTANCE_REJECT,0,0,,,0,0.00037,0,0.00058,0,0.00073,,179.414,1745469604782,1745469603722,3
tstech_discovery_r2_202504_AUDUSD_mh_325,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,AUDUSD,15769,1745469776750,1745469777157,3,1,0.000436960589,1745469777170,0.63586,0.63607,0.63607,0.00021,0.0001,1e-05,0,0.00044,0.63563,0.63651,COST_DISTANCE_REJECT,0,0,,,3e-05,0.00023,5e-05,0.00048,5e-05,0.00048,,243.169,1745469777157,1745469776726,3
tstech_discovery_r2_202504_USDJPY_mh_663,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,15774,1745470120000,1745470120253,3,1,0.1065080579,1745470120659,142.721,142.743,142.721,0.022,0.01,0.001,0,0.107,142.828,142.614,TIME,1745471021008,142.734,-1.300000000001,-0.121495327103,0,0.073,0,0.086,0.004,0.096,,,1745470120253,1745470119793,3
tstech_discovery_r2_202504_USDCAD_mh_599,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,15781,1745470851500,1745470852313,3,1,0.000363468256,1745470852825,1.38711,1.38737,1.38737,0.00026,0.0001,1e-05,0,0.00037,1.387,1.38774,COST_DISTANCE_REJECT,0,0,,,0,0.00033,0,0.00043,0,0.00059,,247.107,1745470852313,1745470851246,3
tstech_discovery_r2_202504_USDCHF_mh_625,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCHF,15783,1745470907250,1745470909000,3,1,0.000476552671,1745470909059,0.82792,0.82817,0.82817,0.00025,0.0001,1e-05,0,0.00048,0.82769,0.82865,COST_DISTANCE_REJECT,0,0,,,0,0.00026,0,0.00046,0,0.00064,,385.335,1745470909000,1745470906926,3
tstech_discovery_r2_202504_USDJPY_mh_664,-1,-0.14413591156793,-0.15050433079167,-0.14413591156793,USDJPY,15786,1745471126250,1745471126473,3,1,0.101691004917,1745471126566,142.684,142.706,142.684,0.022,0.01,0.001,0,0.102,142.786,142.582,SL,1745471864195,142.787,-10.300000000001,-1.009803921569,-0,0.062,-0,0.078,-0,0.144,,737.629,1745471126473,1745471126162,3
tstech_discovery_r2_202504_AUDUSD_mh_326,-1,-0.34903240873589,-0.39150333213076,-0.34903240873589,AUDUSD,15787,1745471137500,1745471138139,3,1,0.000436550299,1745471138337,0.63547,0.63569,0.63547,0.00022,0.0001,1e-05,0,0.00044,0.63591,0.63503,COST_DISTANCE_REJECT,0,0,,,0,0.00023,0,0.00044,0,0.00087,,221.359,1745471138139,1745471137235,3
tstech_discovery_r2_202504_GBPUSD_mh_626,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,15792,1745471344500,1745471345494,3,1,0.000424075726,1745471345494,1.32806,1.32826,1.32826,0.0002,0.0001,1e-05,0,0.00043,1.32783,1.32869,COST_DISTANCE_REJECT,0,0,,,0,0.00048,0.00023,0.00049,0.00023,0.0005,,59.108,1745471345494,1745471344283,3
tstech_discovery_r2_202504_USDCHF_mh_626,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,15796,1745472428250,1745472435687,3,1,0.000441157278,1745472435905,0.828,0.82824,0.82824,0.00024,0.0001,1e-05,0,0.00045,0.82779,0.82869,COST_DISTANCE_REJECT,0,0,,,0,0.00047,0,0.00051,0,0.00075,,60.336,1745472435687,1745472427945,3
tstech_discovery_r2_202504_USDCAD_mh_600,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCAD,15797,1745472606250,1745472606352,3,1,0.000361515381,1745472607878,1.38674,1.38699,1.38699,0.00025,0.0001,1e-05,0,0.00037,1.38662,1.38736,COST_DISTANCE_REJECT,0,0,,,0,0.00027,0,0.00027,0.00021,0.0004,,884.583,1745472606352,1745472606056,3
tstech_discovery_r2_202504_EURUSD_mh_467,1,-0.39150333213076,-0.39150333213076,-0.469716604009,EURUSD,15798,1745472733250,1745472733822,3,1,0.000568288852,1745472733822,1.13519,1.13537,1.13537,0.00018,0.0001,1e-05,0,0.00057,1.1348,1.13594,SL,1745473305550,1.13479,-5.8,-1.017543859649,0,0.00027,0,0.00035,0,0.00061,,571.728,1745472733822,1745472733119,3
tstech_discovery_r2_202504_USDJPY_mh_665,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,15801,1745473361750,1745473366190,3,1,0.089433664853,1745473366291,142.682,142.704,142.682,0.022,0.01,0.001,0,0.09,142.772,142.592,SL,1745473767626,142.778,-9.6,-1.066666666667,-0,0.025,0.012,0.043,0.012,0.134,,401.335,1745473366190,1745473361671,3
tstech_discovery_r2_202504_GBPUSD_mh_627,1,-0.17652697911591,-0.17652697911591,-0.469716604009,GBPUSD,15802,1745473401750,1745473402479,3,1,0.000414530096,1745473403492,1.32807,1.32827,1.32827,0.0002,0.0001,1e-05,0,0.00042,1.32785,1.32869,COST_DISTANCE_REJECT,0,0,,,0,0.0002,4e-05,0.0002,0.00013,0.0004,,,1745473402479,1745473401449,3
tstech_discovery_r2_202504_USDCAD_mh_601,1,-0.17652697911591,-0.17652697911591,-0.34903240873589,USDCAD,15806,1745473743250,1745473743988,3,1,0.000367747556,1745473744594,1.38664,1.3869,1.3869,0.00026,0.0001,1e-05,0,0.00037,1.38653,1.38727,COST_DISTANCE_REJECT,0,0,,,0,0.00033,0,0.00046,0,0.0007,,95.56,1745473743988,1745473743169,3
tstech_discovery_r2_202504_GBPUSD_mh_628,1,-0.39150333213076,-0.39150333213076,-0.469716604009,GBPUSD,15808,1745474523500,1745474525029,3,1,0.000394758801,1745474525233,1.32836,1.32856,1.32856,0.0002,0.0001,1e-05,0,0.0004,1.32816,1.32896,COST_DISTANCE_REJECT,0,0,,,1e-05,0.00028,1e-05,0.00047,1e-05,0.00083,,183.286,1745474525029,1745474523321,3
tstech_discovery_r2_202504_USDJPY_mh_666,-1,-0.14413591156793,-0.3462857962514,-0.14413591156793,USDJPY,15809,1745474573750,1745474574804,3,1,0.084912377801,1745474575809,142.776,142.798,142.776,0.022,0.01,0.001,0,0.085,142.861,142.691,SL,1745475374822,142.863,-8.699999999999,-1.023529411765,0.002,0.03,0.023,0.035,0.023,0.087,,799.013,1745474574804,1745474573442,3
tstech_discovery_r2_202504_USDJPY_mh_667,1,-0.3462857962514,-0.3462857962514,-0.469716604009,USDJPY,15810,1745475586250,1745475587401,3,1,0.079849305515,1745475587647,142.816,142.838,142.838,0.022,0.01,0.001,0,0.08,142.758,142.918,SL,1745476105346,142.757,-8.099999999999,-1.0125,0,0.042,0,0.068,0,0.096,,517.699,1745475587401,1745475585935,3
tstech_discovery_r2_202504_USDCHF_mh_627,1,-0.17652697911591,-0.17652697911591,-0.469716604009,USDCHF,15811,1745475661250,1745475661490,3,1,0.000371260225,1745475662248,0.82806,0.82833,0.82833,0.00027,0.0001,1e-05,0,0.00038,0.82795,0.82871,COST_DISTANCE_REJECT,0,0,,,0,0.0003,0,0.00035,7e-05,0.00035,,,1745475661490,1745475661053,3
tstech_discovery_r2_202504_GBPUSD_mh_629,-1,-0.18011448748955,-0.39150333213076,-0.18011448748955,GBPUSD,15813,1745476608500,1745476609115,3,1,0.000353296233,1745476610601,1.32731,1.32751,1.32731,0.0002,0.0001,1e-05,0,0.00036,1.32767,1.32695,COST_DISTANCE_REJECT,0,0,,,0,0.00023,0,0.00028,0.00042,0.00028,707.07,,1745476609115,1745476608303,3
tstech_discovery_r2_202504_USDJPY_mh_668,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,15814,1745477039500,1745477040215,3,1,0.07076990636,1745477040215,142.807,142.829,142.807,0.022,0.01,0.001,0,0.071,142.878,142.736,SL,1745477086260,142.88,-7.300000000001,-1.028169014085,0,0.092,0,0.093,0,0.099,,46.045,1745477040215,1745477039207,3
tstech_discovery_r2_202504_USDJPY_mh_669,1,-0.3462857962514,-0.3462857962514,-0.469716604009,USDJPY,15816,1745478047250,1745478048168,3,1,0.068040121174,1745478048369,142.836,142.858,142.858,0.022,0.01,0.001,0,0.069,142.789,142.927,SL,1745478612290,142.789,-6.900000000002,-1,0.003,0.041,0.049,0.041,0.049,0.074,,563.921,1745478048168,1745478047164,3
tstech_discovery_r2_202504_AUDUSD_mh_327,1,-0.39150333213076,-0.39150333213076,-0.469716604009,AUDUSD,15817,1745478361500,1745478365623,3,1,0.000333802571,1745478365748,0.63591,0.63613,0.63613,0.00022,0.0001,1e-05,0,0.00034,0.63579,0.63647,COST_DISTANCE_REJECT,0,0,,,0,0.00025,0.00011,0.00025,0.0003,0.00025,,,1745478365623,1745478361430,3
tstech_discovery_r2_202504_EURUSD_mh_468,1,-0.17652697911591,-0.17652697911591,-0.469716604009,EURUSD,15819,1745478775500,1745478776098,3,1,0.000487408455,1745478776098,1.13405,1.13423,1.13423,0.00018,0.0001,1e-05,0,0.00049,1.13374,1.13472,COST_DISTANCE_REJECT,0,0,,,0,0.00017,0,0.00041,0,0.00062,,583.739,1745478776098,1745478775495,3
tstech_discovery_r2_202504_USDCAD_mh_602,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,15820,1745479089750,1745479093624,3,1,0.000279647612,1745479100470,1.387,1.38726,1.38726,0.00026,0.0001,1e-05,0,0.00028,1.38698,1.38754,COST_DISTANCE_REJECT,0,0,,,0,0.00035,0,0.00035,0,0.00035,,36.588,1745479093624,1745479089513,3
tstech_discovery_r2_202504_USDJPY_mh_670,-1,-0.469716604009,-0.57366167947715,-0.469716604009,USDJPY,15821,1745479094250,1745479097242,3,1,0.069708508159,1745479097980,142.804,142.826,142.804,0.022,0.01,0.001,0,0.07,142.874,142.734,SL,1745479430263,142.875,-7.1,-1.014285714286,0,0.034,0,0.063,0,0.075,,332.283,1745479097242,1745479094161,3
tstech_discovery_r2_202504_AUDUSD_mh_328,1,-0.39150333213076,-0.39150333213076,-0.469716604009,AUDUSD,15823,1745480575250,1745480576016,3,1,0.00033062505,1745480576353,0.63594,0.63616,0.63616,0.00022,0.0001,1e-05,0,0.00034,0.63582,0.6365,COST_DISTANCE_REJECT,0,0,,,0,0.00025,0,0.0003,3e-05,0.00063,,428.899,1745480576016,1745480575248,3
tstech_discovery_r2_202504_USDCAD_mh_603,1,-0.39150333213076,-0.39150333213076,-0.469716604009,USDCAD,15824,1745481005750,1745481006481,3,1,0.000275238216,1745481006958,1.38695,1.38721,1.38721,0.00026,0.0001,1e-05,0,0.00028,1.38693,1.38749,COST_DISTANCE_REJECT,0,0,,,0,0.00027,0,0.00034,0,0.00083,,299.863,1745481006481,1745481005653,3
tstech_discovery_r2_202504_AUDUSD_mh_329,1,-0.39150333213076,-0.39150333213076,-0.469716604009,AUDUSD,15825,1745481813750,1745481815515,3,1,0.000342463871,1745481818231,0.6359,0.63612,0.63612,0.00022,0.0001,1e-05,0,0.00035,0.63577,0.63647,COST_DISTANCE_REJECT,0,0,,,0,0.00042,0,0.00062,0,0.00072,,22.927,1745481815515,1745481813309,3
tstech_discovery_r2_202504_AUDUSD_mh_330,1,-0.17652697911591,-0.17652697911591,-0.469716604009,AUDUSD,15827,1745482879750,1745482887283,3,1,0.000351366895,1745482889329,0.6355,0.63571,0.63571,0.00021,0.0001,1e-05,0,0.00036,0.63535,0.63607,COST_DISTANCE_REJECT,0,0,,,0,0.00019,0,0.00054,0.0002,0.00054,,104.366,1745482887283,1745482879555,3
