enabled_conditions,condition_count,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,symbol_count,month_count,symbol_distribution,month_distribution,direction_distribution
cond_h4_fib_382_618+cond_h1_counter_nwave+cond_h1_counter_wave_atr,3,11,27.27,0.748,-0.183,-98.97,295.0,2.89,1.124,1.14,54.55,45.45,27.27,3,8,148.78,-247.75,1.002,-0.627,5,6,EURJPY:2;EURUSD:1;GBPJPY:1;GBPUSD:1;USDJPY:6,2025-01:3;2025-02:1;2025-03:2;2025-04:1;2025-06:3;2025-11:1,LONG:3;SHORT:8
cond_h4_fib_382_618+cond_h1_counter_nwave+cond_true_bos_level,3,11,27.27,0.748,-0.183,-98.97,295.0,2.89,1.124,1.14,54.55,45.45,27.27,3,8,148.78,-247.75,1.002,-0.627,5,6,EURJPY:2;EURUSD:1;GBPJPY:1;GBPUSD:1;USDJPY:6,2025-01:3;2025-02:1;2025-03:2;2025-04:1;2025-06:3;2025-11:1,LONG:3;SHORT:8
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr,4,11,27.27,0.748,-0.183,-98.97,295.0,2.89,1.124,1.14,54.55,45.45,27.27,3,8,148.78,-247.75,1.002,-0.627,5,6,EURJPY:2;EURUSD:1;GBPJPY:1;GBPUSD:1;USDJPY:6,2025-01:3;2025-02:1;2025-03:2;2025-04:1;2025-06:3;2025-11:1,LONG:3;SHORT:8
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_true_bos_level,4,11,27.27,0.748,-0.183,-98.97,295.0,2.89,1.124,1.14,54.55,45.45,27.27,3,8,148.78,-247.75,1.002,-0.627,5,6,EURJPY:2;EURUSD:1;GBPJPY:1;GBPUSD:1;USDJPY:6,2025-01:3;2025-02:1;2025-03:2;2025-04:1;2025-06:3;2025-11:1,LONG:3;SHORT:8
cond_h4_fib_382_618+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level,4,11,27.27,0.748,-0.183,-98.97,295.0,2.89,1.124,1.14,54.55,45.45,27.27,3,8,148.78,-247.75,1.002,-0.627,5,6,EURJPY:2;EURUSD:1;GBPJPY:1;GBPUSD:1;USDJPY:6,2025-01:3;2025-02:1;2025-03:2;2025-04:1;2025-06:3;2025-11:1,LONG:3;SHORT:8
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level,5,11,27.27,0.748,-0.183,-98.97,295.0,2.89,1.124,1.14,54.55,45.45,27.27,3,8,148.78,-247.75,1.002,-0.627,5,6,EURJPY:2;EURUSD:1;GBPJPY:1;GBPUSD:1;USDJPY:6,2025-01:3;2025-02:1;2025-03:2;2025-04:1;2025-06:3;2025-11:1,LONG:3;SHORT:8
cond_h1_counter_wave_atr,1,59,27.12,0.741,-0.186,-553.69,1034.79,9.87,1.225,1.097,67.8,50.85,27.12,24,35,-142.22,-411.47,-0.12,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:6;GBPJPY:5;GBPUSD:10;USDJPY:27,2025-01:7;2025-02:4;2025-03:6;2025-04:10;2025-05:1;2025-06:4;2025-07:5;2025-08:7;2025-09:5;2025-10:3;2025-11:6;2025-12:1,LONG:24;SHORT:35
cond_h1_prev_extreme_break+cond_h1_counter_wave_atr,2,59,27.12,0.741,-0.186,-553.69,1034.79,9.87,1.225,1.097,67.8,50.85,27.12,24,35,-142.22,-411.47,-0.12,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:6;GBPJPY:5;GBPUSD:10;USDJPY:27,2025-01:7;2025-02:4;2025-03:6;2025-04:10;2025-05:1;2025-06:4;2025-07:5;2025-08:7;2025-09:5;2025-10:3;2025-11:6;2025-12:1,LONG:24;SHORT:35
cond_h1_counter_wave_atr+cond_true_bos_level,2,59,27.12,0.741,-0.186,-553.69,1034.79,9.87,1.225,1.097,67.8,50.85,27.12,24,35,-142.22,-411.47,-0.12,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:6;GBPJPY:5;GBPUSD:10;USDJPY:27,2025-01:7;2025-02:4;2025-03:6;2025-04:10;2025-05:1;2025-06:4;2025-07:5;2025-08:7;2025-09:5;2025-10:3;2025-11:6;2025-12:1,LONG:24;SHORT:35
cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_true_bos_level,3,59,27.12,0.741,-0.186,-553.69,1034.79,9.87,1.225,1.097,67.8,50.85,27.12,24,35,-142.22,-411.47,-0.12,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:6;GBPJPY:5;GBPUSD:10;USDJPY:27,2025-01:7;2025-02:4;2025-03:6;2025-04:10;2025-05:1;2025-06:4;2025-07:5;2025-08:7;2025-09:5;2025-10:3;2025-11:6;2025-12:1,LONG:24;SHORT:35
cond_m15_prev_extreme_bos,1,48,27.08,0.736,-0.186,-464.87,748.94,7.31,1.179,1.122,66.67,47.92,27.08,19,29,-199.88,-264.99,-0.204,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:4;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:6;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:19;SHORT:29
cond_h1_prev_extreme_break+cond_m15_prev_extreme_bos,2,48,27.08,0.736,-0.186,-464.87,748.94,7.31,1.179,1.122,66.67,47.92,27.08,19,29,-199.88,-264.99,-0.204,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:4;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:6;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:19;SHORT:29
cond_true_bos_level+cond_m15_prev_extreme_bos,2,48,27.08,0.736,-0.186,-464.87,748.94,7.31,1.179,1.122,66.67,47.92,27.08,19,29,-199.88,-264.99,-0.204,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:4;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:6;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:19;SHORT:29
cond_h1_prev_extreme_break+cond_true_bos_level+cond_m15_prev_extreme_bos,3,48,27.08,0.736,-0.186,-464.87,748.94,7.31,1.179,1.122,66.67,47.92,27.08,19,29,-199.88,-264.99,-0.204,-0.175,6,11,AUDJPY:1;EURJPY:7;EURUSD:4;GBPJPY:5;GBPUSD:9;USDJPY:22,2025-01:6;2025-02:3;2025-03:4;2025-04:10;2025-05:1;2025-06:3;2025-07:6;2025-08:6;2025-09:4;2025-10:2;2025-11:3,LONG:19;SHORT:29
BASE_ALL,0,63,26.98,0.737,-0.19,-603.67,1184.23,11.19,1.19,1.088,65.08,49.21,26.98,28,35,-192.2,-411.47,-0.138,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:8;GBPJPY:6;GBPUSD:11;USDJPY:27,2025-01:7;2025-02:4;2025-03:7;2025-04:10;2025-05:1;2025-06:4;2025-07:6;2025-08:8;2025-09:5;2025-10:3;2025-11:6;2025-12:2,LONG:28;SHORT:35
cond_h1_prev_extreme_break,1,63,26.98,0.737,-0.19,-603.67,1184.23,11.19,1.19,1.088,65.08,49.21,26.98,28,35,-192.2,-411.47,-0.138,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:8;GBPJPY:6;GBPUSD:11;USDJPY:27,2025-01:7;2025-02:4;2025-03:7;2025-04:10;2025-05:1;2025-06:4;2025-07:6;2025-08:8;2025-09:5;2025-10:3;2025-11:6;2025-12:2,LONG:28;SHORT:35
cond_true_bos_level,1,63,26.98,0.737,-0.19,-603.67,1184.23,11.19,1.19,1.088,65.08,49.21,26.98,28,35,-192.2,-411.47,-0.138,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:8;GBPJPY:6;GBPUSD:11;USDJPY:27,2025-01:7;2025-02:4;2025-03:7;2025-04:10;2025-05:1;2025-06:4;2025-07:6;2025-08:8;2025-09:5;2025-10:3;2025-11:6;2025-12:2,LONG:28;SHORT:35
cond_h1_prev_extreme_break+cond_true_bos_level,2,63,26.98,0.737,-0.19,-603.67,1184.23,11.19,1.19,1.088,65.08,49.21,26.98,28,35,-192.2,-411.47,-0.138,-0.231,6,12,AUDJPY:2;EURJPY:9;EURUSD:8;GBPJPY:6;GBPUSD:11;USDJPY:27,2025-01:7;2025-02:4;2025-03:7;2025-04:10;2025-05:1;2025-06:4;2025-07:6;2025-08:8;2025-09:5;2025-10:3;2025-11:6;2025-12:2,LONG:28;SHORT:35
cond_h4_fib_382_618+cond_h1_counter_nwave+cond_m15_prev_extreme_bos,3,8,25.0,0.667,-0.252,-100.38,203.04,2.01,1.136,1.216,62.5,50.0,25.0,1,7,100.7,-201.08,2.005,-0.574,4,5,EURJPY:1;GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-03:1;2025-04:1;2025-06:2,LONG:1;SHORT:7
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_m15_prev_extreme_bos,4,8,25.0,0.667,-0.252,-100.38,203.04,2.01,1.136,1.216,62.5,50.0,25.0,1,7,100.7,-201.08,2.005,-0.574,4,5,EURJPY:1;GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-03:1;2025-04:1;2025-06:2,LONG:1;SHORT:7
cond_h4_fib_382_618+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,4,8,25.0,0.667,-0.252,-100.38,203.04,2.01,1.136,1.216,62.5,50.0,25.0,1,7,100.7,-201.08,2.005,-0.574,4,5,EURJPY:1;GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-03:1;2025-04:1;2025-06:2,LONG:1;SHORT:7
cond_h4_fib_382_618+cond_h1_counter_nwave+cond_true_bos_level+cond_m15_prev_extreme_bos,4,8,25.0,0.667,-0.252,-100.38,203.04,2.01,1.136,1.216,62.5,50.0,25.0,1,7,100.7,-201.08,2.005,-0.574,4,5,EURJPY:1;GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-03:1;2025-04:1;2025-06:2,LONG:1;SHORT:7
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,5,8,25.0,0.667,-0.252,-100.38,203.04,2.01,1.136,1.216,62.5,50.0,25.0,1,7,100.7,-201.08,2.005,-0.574,4,5,EURJPY:1;GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-03:1;2025-04:1;2025-06:2,LONG:1;SHORT:7
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_true_bos_level+cond_m15_prev_extreme_bos,5,8,25.0,0.667,-0.252,-100.38,203.04,2.01,1.136,1.216,62.5,50.0,25.0,1,7,100.7,-201.08,2.005,-0.574,4,5,EURJPY:1;GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-03:1;2025-04:1;2025-06:2,LONG:1;SHORT:7
cond_h4_fib_382_618+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,5,8,25.0,0.667,-0.252,-100.38,203.04,2.01,1.136,1.216,62.5,50.0,25.0,1,7,100.7,-201.08,2.005,-0.574,4,5,EURJPY:1;GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-03:1;2025-04:1;2025-06:2,LONG:1;SHORT:7
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,6,8,25.0,0.667,-0.252,-100.38,203.04,2.01,1.136,1.216,62.5,50.0,25.0,1,7,100.7,-201.08,2.005,-0.574,4,5,EURJPY:1;GBPJPY:1;GBPUSD:1;USDJPY:5,2025-01:3;2025-02:1;2025-03:1;2025-04:1;2025-06:2,LONG:1;SHORT:7
cond_h4_bias_ma+cond_h1_counter_nwave+cond_m15_prev_extreme_bos,3,20,25.0,0.659,-0.254,-256.74,455.19,4.46,1.262,1.172,80.0,60.0,25.0,6,14,-1.24,-255.5,-0.002,-0.361,6,9,AUDJPY:1;EURJPY:2;EURUSD:1;GBPJPY:3;GBPUSD:4;USDJPY:9,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:2;2025-07:2;2025-08:2;2025-09:1;2025-11:2,LONG:6;SHORT:14
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_m15_prev_extreme_bos,4,20,25.0,0.659,-0.254,-256.74,455.19,4.46,1.262,1.172,80.0,60.0,25.0,6,14,-1.24,-255.5,-0.002,-0.361,6,9,AUDJPY:1;EURJPY:2;EURUSD:1;GBPJPY:3;GBPUSD:4;USDJPY:9,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:2;2025-07:2;2025-08:2;2025-09:1;2025-11:2,LONG:6;SHORT:14
cond_h4_bias_ma+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,4,20,25.0,0.659,-0.254,-256.74,455.19,4.46,1.262,1.172,80.0,60.0,25.0,6,14,-1.24,-255.5,-0.002,-0.361,6,9,AUDJPY:1;EURJPY:2;EURUSD:1;GBPJPY:3;GBPUSD:4;USDJPY:9,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:2;2025-07:2;2025-08:2;2025-09:1;2025-11:2,LONG:6;SHORT:14
cond_h4_bias_ma+cond_h1_counter_nwave+cond_true_bos_level+cond_m15_prev_extreme_bos,4,20,25.0,0.659,-0.254,-256.74,455.19,4.46,1.262,1.172,80.0,60.0,25.0,6,14,-1.24,-255.5,-0.002,-0.361,6,9,AUDJPY:1;EURJPY:2;EURUSD:1;GBPJPY:3;GBPUSD:4;USDJPY:9,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:2;2025-07:2;2025-08:2;2025-09:1;2025-11:2,LONG:6;SHORT:14
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,5,20,25.0,0.659,-0.254,-256.74,455.19,4.46,1.262,1.172,80.0,60.0,25.0,6,14,-1.24,-255.5,-0.002,-0.361,6,9,AUDJPY:1;EURJPY:2;EURUSD:1;GBPJPY:3;GBPUSD:4;USDJPY:9,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:2;2025-07:2;2025-08:2;2025-09:1;2025-11:2,LONG:6;SHORT:14
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_true_bos_level+cond_m15_prev_extreme_bos,5,20,25.0,0.659,-0.254,-256.74,455.19,4.46,1.262,1.172,80.0,60.0,25.0,6,14,-1.24,-255.5,-0.002,-0.361,6,9,AUDJPY:1;EURJPY:2;EURUSD:1;GBPJPY:3;GBPUSD:4;USDJPY:9,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:2;2025-07:2;2025-08:2;2025-09:1;2025-11:2,LONG:6;SHORT:14
cond_h4_bias_ma+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,5,20,25.0,0.659,-0.254,-256.74,455.19,4.46,1.262,1.172,80.0,60.0,25.0,6,14,-1.24,-255.5,-0.002,-0.361,6,9,AUDJPY:1;EURJPY:2;EURUSD:1;GBPJPY:3;GBPUSD:4;USDJPY:9,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:2;2025-07:2;2025-08:2;2025-09:1;2025-11:2,LONG:6;SHORT:14
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,6,20,25.0,0.659,-0.254,-256.74,455.19,4.46,1.262,1.172,80.0,60.0,25.0,6,14,-1.24,-255.5,-0.002,-0.361,6,9,AUDJPY:1;EURJPY:2;EURUSD:1;GBPJPY:3;GBPUSD:4;USDJPY:9,2025-01:4;2025-02:2;2025-03:2;2025-04:3;2025-06:2;2025-07:2;2025-08:2;2025-09:1;2025-11:2,LONG:6;SHORT:14
cond_h4_fib_382_618,1,16,25.0,0.658,-0.254,-203.38,448.52,4.38,1.086,1.099,56.25,43.75,25.0,4,12,96.64,-300.02,0.497,-0.504,5,8,EURJPY:2;EURUSD:3;GBPJPY:1;GBPUSD:3;USDJPY:7,2025-01:4;2025-02:2;2025-03:2;2025-04:2;2025-06:3;2025-07:1;2025-08:1;2025-11:1,LONG:4;SHORT:12
cond_h4_fib_382_618+cond_h1_prev_extreme_break,2,16,25.0,0.658,-0.254,-203.38,448.52,4.38,1.086,1.099,56.25,43.75,25.0,4,12,96.64,-300.02,0.497,-0.504,5,8,EURJPY:2;EURUSD:3;GBPJPY:1;GBPUSD:3;USDJPY:7,2025-01:4;2025-02:2;2025-03:2;2025-04:2;2025-06:3;2025-07:1;2025-08:1;2025-11:1,LONG:4;SHORT:12
cond_h4_fib_382_618+cond_h1_counter_wave_atr,2,16,25.0,0.658,-0.254,-203.38,448.52,4.38,1.086,1.099,56.25,43.75,25.0,4,12,96.64,-300.02,0.497,-0.504,5,8,EURJPY:2;EURUSD:3;GBPJPY:1;GBPUSD:3;USDJPY:7,2025-01:4;2025-02:2;2025-03:2;2025-04:2;2025-06:3;2025-07:1;2025-08:1;2025-11:1,LONG:4;SHORT:12
cond_h4_fib_382_618+cond_true_bos_level,2,16,25.0,0.658,-0.254,-203.38,448.52,4.38,1.086,1.099,56.25,43.75,25.0,4,12,96.64,-300.02,0.497,-0.504,5,8,EURJPY:2;EURUSD:3;GBPJPY:1;GBPUSD:3;USDJPY:7,2025-01:4;2025-02:2;2025-03:2;2025-04:2;2025-06:3;2025-07:1;2025-08:1;2025-11:1,LONG:4;SHORT:12
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr,3,16,25.0,0.658,-0.254,-203.38,448.52,4.38,1.086,1.099,56.25,43.75,25.0,4,12,96.64,-300.02,0.497,-0.504,5,8,EURJPY:2;EURUSD:3;GBPJPY:1;GBPUSD:3;USDJPY:7,2025-01:4;2025-02:2;2025-03:2;2025-04:2;2025-06:3;2025-07:1;2025-08:1;2025-11:1,LONG:4;SHORT:12
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_true_bos_level,3,16,25.0,0.658,-0.254,-203.38,448.52,4.38,1.086,1.099,56.25,43.75,25.0,4,12,96.64,-300.02,0.497,-0.504,5,8,EURJPY:2;EURUSD:3;GBPJPY:1;GBPUSD:3;USDJPY:7,2025-01:4;2025-02:2;2025-03:2;2025-04:2;2025-06:3;2025-07:1;2025-08:1;2025-11:1,LONG:4;SHORT:12
cond_h4_fib_382_618+cond_h1_counter_wave_atr+cond_true_bos_level,3,16,25.0,0.658,-0.254,-203.38,448.52,4.38,1.086,1.099,56.25,43.75,25.0,4,12,96.64,-300.02,0.497,-0.504,5,8,EURJPY:2;EURUSD:3;GBPJPY:1;GBPUSD:3;USDJPY:7,2025-01:4;2025-02:2;2025-03:2;2025-04:2;2025-06:3;2025-07:1;2025-08:1;2025-11:1,LONG:4;SHORT:12
cond_h4_fib_382_618+cond_h1_prev_extreme_break+cond_h1_counter_wave_atr+cond_true_bos_level,4,16,25.0,0.658,-0.254,-203.38,448.52,4.38,1.086,1.099,56.25,43.75,25.0,4,12,96.64,-300.02,0.497,-0.504,5,8,EURJPY:2;EURUSD:3;GBPJPY:1;GBPUSD:3;USDJPY:7,2025-01:4;2025-02:2;2025-03:2;2025-04:2;2025-06:3;2025-07:1;2025-08:1;2025-11:1,LONG:4;SHORT:12
cond_h1_counter_nwave+cond_m15_prev_extreme_bos,2,31,22.58,0.589,-0.32,-495.96,645.09,6.36,1.097,1.149,67.74,45.16,22.58,11,20,-91.98,-403.98,-0.169,-0.403,6,10,AUDJPY:1;EURJPY:5;EURUSD:1;GBPJPY:3;GBPUSD:6;USDJPY:15,2025-01:5;2025-02:2;2025-03:4;2025-04:5;2025-06:3;2025-07:3;2025-08:4;2025-09:2;2025-10:1;2025-11:2,LONG:11;SHORT:20
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_m15_prev_extreme_bos,3,31,22.58,0.589,-0.32,-495.96,645.09,6.36,1.097,1.149,67.74,45.16,22.58,11,20,-91.98,-403.98,-0.169,-0.403,6,10,AUDJPY:1;EURJPY:5;EURUSD:1;GBPJPY:3;GBPUSD:6;USDJPY:15,2025-01:5;2025-02:2;2025-03:4;2025-04:5;2025-06:3;2025-07:3;2025-08:4;2025-09:2;2025-10:1;2025-11:2,LONG:11;SHORT:20
cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,3,31,22.58,0.589,-0.32,-495.96,645.09,6.36,1.097,1.149,67.74,45.16,22.58,11,20,-91.98,-403.98,-0.169,-0.403,6,10,AUDJPY:1;EURJPY:5;EURUSD:1;GBPJPY:3;GBPUSD:6;USDJPY:15,2025-01:5;2025-02:2;2025-03:4;2025-04:5;2025-06:3;2025-07:3;2025-08:4;2025-09:2;2025-10:1;2025-11:2,LONG:11;SHORT:20
cond_h1_counter_nwave+cond_true_bos_level+cond_m15_prev_extreme_bos,3,31,22.58,0.589,-0.32,-495.96,645.09,6.36,1.097,1.149,67.74,45.16,22.58,11,20,-91.98,-403.98,-0.169,-0.403,6,10,AUDJPY:1;EURJPY:5;EURUSD:1;GBPJPY:3;GBPUSD:6;USDJPY:15,2025-01:5;2025-02:2;2025-03:4;2025-04:5;2025-06:3;2025-07:3;2025-08:4;2025-09:2;2025-10:1;2025-11:2,LONG:11;SHORT:20
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_m15_prev_extreme_bos,4,31,22.58,0.589,-0.32,-495.96,645.09,6.36,1.097,1.149,67.74,45.16,22.58,11,20,-91.98,-403.98,-0.169,-0.403,6,10,AUDJPY:1;EURJPY:5;EURUSD:1;GBPJPY:3;GBPUSD:6;USDJPY:15,2025-01:5;2025-02:2;2025-03:4;2025-04:5;2025-06:3;2025-07:3;2025-08:4;2025-09:2;2025-10:1;2025-11:2,LONG:11;SHORT:20
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_true_bos_level+cond_m15_prev_extreme_bos,4,31,22.58,0.589,-0.32,-495.96,645.09,6.36,1.097,1.149,67.74,45.16,22.58,11,20,-91.98,-403.98,-0.169,-0.403,6,10,AUDJPY:1;EURJPY:5;EURUSD:1;GBPJPY:3;GBPUSD:6;USDJPY:15,2025-01:5;2025-02:2;2025-03:4;2025-04:5;2025-06:3;2025-07:3;2025-08:4;2025-09:2;2025-10:1;2025-11:2,LONG:11;SHORT:20
cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,4,31,22.58,0.589,-0.32,-495.96,645.09,6.36,1.097,1.149,67.74,45.16,22.58,11,20,-91.98,-403.98,-0.169,-0.403,6,10,AUDJPY:1;EURJPY:5;EURUSD:1;GBPJPY:3;GBPUSD:6;USDJPY:15,2025-01:5;2025-02:2;2025-03:4;2025-04:5;2025-06:3;2025-07:3;2025-08:4;2025-09:2;2025-10:1;2025-11:2,LONG:11;SHORT:20
cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr+cond_true_bos_level+cond_m15_prev_extreme_bos,5,31,22.58,0.589,-0.32,-495.96,645.09,6.36,1.097,1.149,67.74,45.16,22.58,11,20,-91.98,-403.98,-0.169,-0.403,6,10,AUDJPY:1;EURJPY:5;EURUSD:1;GBPJPY:3;GBPUSD:6;USDJPY:15,2025-01:5;2025-02:2;2025-03:4;2025-04:5;2025-06:3;2025-07:3;2025-08:4;2025-09:2;2025-10:1;2025-11:2,LONG:11;SHORT:20
cond_h4_bias_ma+cond_h1_counter_nwave,2,31,22.58,0.583,-0.326,-493.8,837.58,8.1,1.255,1.135,74.19,58.06,22.58,12,19,5.38,-499.18,-0.002,-0.53,6,11,AUDJPY:2;EURJPY:4;EURUSD:3;GBPJPY:3;GBPUSD:5;USDJPY:14,2025-01:5;2025-02:2;2025-03:4;2025-04:3;2025-06:3;2025-07:2;2025-08:3;2025-09:2;2025-10:1;2025-11:5;2025-12:1,LONG:12;SHORT:19
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_h1_counter_nwave,3,31,22.58,0.583,-0.326,-493.8,837.58,8.1,1.255,1.135,74.19,58.06,22.58,12,19,5.38,-499.18,-0.002,-0.53,6,11,AUDJPY:2;EURJPY:4;EURUSD:3;GBPJPY:3;GBPUSD:5;USDJPY:14,2025-01:5;2025-02:2;2025-03:4;2025-04:3;2025-06:3;2025-07:2;2025-08:3;2025-09:2;2025-10:1;2025-11:5;2025-12:1,LONG:12;SHORT:19
cond_h4_bias_ma+cond_h1_counter_nwave+cond_h1_counter_wave_atr,3,31,22.58,0.583,-0.326,-493.8,837.58,8.1,1.255,1.135,74.19,58.06,22.58,12,19,5.38,-499.18,-0.002,-0.53,6,11,AUDJPY:2;EURJPY:4;EURUSD:3;GBPJPY:3;GBPUSD:5;USDJPY:14,2025-01:5;2025-02:2;2025-03:4;2025-04:3;2025-06:3;2025-07:2;2025-08:3;2025-09:2;2025-10:1;2025-11:5;2025-12:1,LONG:12;SHORT:19
cond_h4_bias_ma+cond_h1_counter_nwave+cond_true_bos_level,3,31,22.58,0.583,-0.326,-493.8,837.58,8.1,1.255,1.135,74.19,58.06,22.58,12,19,5.38,-499.18,-0.002,-0.53,6,11,AUDJPY:2;EURJPY:4;EURUSD:3;GBPJPY:3;GBPUSD:5;USDJPY:14,2025-01:5;2025-02:2;2025-03:4;2025-04:3;2025-06:3;2025-07:2;2025-08:3;2025-09:2;2025-10:1;2025-11:5;2025-12:1,LONG:12;SHORT:19
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_h1_counter_wave_atr,4,31,22.58,0.583,-0.326,-493.8,837.58,8.1,1.255,1.135,74.19,58.06,22.58,12,19,5.38,-499.18,-0.002,-0.53,6,11,AUDJPY:2;EURJPY:4;EURUSD:3;GBPJPY:3;GBPUSD:5;USDJPY:14,2025-01:5;2025-02:2;2025-03:4;2025-04:3;2025-06:3;2025-07:2;2025-08:3;2025-09:2;2025-10:1;2025-11:5;2025-12:1,LONG:12;SHORT:19
cond_h4_bias_ma+cond_h1_prev_extreme_break+cond_h1_counter_nwave+cond_true_bos_level,4,31,22.58,0.583,-0.326,-493.8,837.58,8.1,1.255,1.135,74.19,58.06,22.58,12,19,5.38,-499.18,-0.002,-0.53,6,11,AUDJPY:2;EURJPY:4;EURUSD:3;GBPJPY:3;GBPUSD:5;USDJPY:14,2025-01:5;2025-02:2;2025-03:4;2025-04:3;2025-06:3;2025-07:2;2025-08:3;2025-09:2;2025-10:1;2025-11:5;2025-12:1,LONG:12;SHORT:19
